,Abstract,questions,AMES
1612,"2-Hydroxy-1,4-naphthoquinone (HNQ; Lawsone; CAS 83-72-7) is the principal natural dye ingredient contained in the leaves of Henna (Lawsonia inermis). Published genotoxicity studies on HNQ suggested it was a weak bacterial mutagen for Salmonella typhimurium strain TA98 or was more clearly mutagenic for strain TA 2637, both in the presence of metabolic activation. HNQ was unable to induce sex-linked recessive lethal mutations in Drosophila melanogaster. However, a small increase in micronucleus frequency was reported in the bone marrow of mice at a single mid-range dose level, 24h after intraperitoneal injection. In view of the wide use of Henna hair dyes it was deemed necessary to conduct a thorough investigation, under Good Laboratory Practice conditions, of the genotoxicity of HNQ. HNQ was non-mutagenic in bacterial (Ames test) or mammalian (V79 hprt) assays. It was borderline positive in a mouse lymphoma tk mutation assay and a chromosome aberration test (CHO cells), results that may reflect a similar clastogenic mechanism. Negative in vivo genotoxicity results were noted in the rat hepatocyte in vivo/in vitro UDS test, in peripheral lymphocytes (chromosome aberrations) of rats receiving repeated oral doses of HNQ at the MTD for 28 days, and in mouse and hamster bone marrow chromosome aberration tests. However small, but statistically significant increases in the incidence of bone marrow micronuclei were observed in two out of five tests at 72 h after dosing, but not at 24 or 48 h. There was evidence of haematotoxicity at 72 h, which may have been enhanced by the vehicle (DMSO) used in the positive tests. As erythropoiesis and administration of haematotoxic agents are known to induce small increases in the frequency of bone marrow micronuclei, typically at delayed sampling times, the data suggest that the positive 72 h response produced by HNQ is consistent with stimulation of haematopoiesis subsequent to haematological toxicity of HNQ, and not due to a DNA-reactive mechanism. Overall, the weight of evidence suggests that Henna and HNQ pose no genotoxic risk to the consumer.",Is Lawsone mutagenic for TA98 strain?,True
1613,"2-Hydroxy-1,4-naphthoquinone (HNQ; Lawsone; CAS 83-72-7) is the principal natural dye ingredient contained in the leaves of Henna (Lawsonia inermis). Published genotoxicity studies on HNQ suggested it was a weak bacterial mutagen for Salmonella typhimurium strain TA98 or was more clearly mutagenic for strain TA 2637, both in the presence of metabolic activation. HNQ was unable to induce sex-linked recessive lethal mutations in Drosophila melanogaster. However, a small increase in micronucleus frequency was reported in the bone marrow of mice at a single mid-range dose level, 24h after intraperitoneal injection. In view of the wide use of Henna hair dyes it was deemed necessary to conduct a thorough investigation, under Good Laboratory Practice conditions, of the genotoxicity of HNQ. HNQ was non-mutagenic in bacterial (Ames test) or mammalian (V79 hprt) assays. It was borderline positive in a mouse lymphoma tk mutation assay and a chromosome aberration test (CHO cells), results that may reflect a similar clastogenic mechanism. Negative in vivo genotoxicity results were noted in the rat hepatocyte in vivo/in vitro UDS test, in peripheral lymphocytes (chromosome aberrations) of rats receiving repeated oral doses of HNQ at the MTD for 28 days, and in mouse and hamster bone marrow chromosome aberration tests. However small, but statistically significant increases in the incidence of bone marrow micronuclei were observed in two out of five tests at 72 h after dosing, but not at 24 or 48 h. There was evidence of haematotoxicity at 72 h, which may have been enhanced by the vehicle (DMSO) used in the positive tests. As erythropoiesis and administration of haematotoxic agents are known to induce small increases in the frequency of bone marrow micronuclei, typically at delayed sampling times, the data suggest that the positive 72 h response produced by HNQ is consistent with stimulation of haematopoiesis subsequent to haematological toxicity of HNQ, and not due to a DNA-reactive mechanism. Overall, the weight of evidence suggests that Henna and HNQ pose no genotoxic risk to the consumer.","Is 2-Hydroxy-1,4-naphthoquinone mutagenic for TA98 strain?",True
1614,"2-Hydroxy-1,4-naphthoquinone (HNQ; Lawsone; CAS 83-72-7) is the principal natural dye ingredient contained in the leaves of Henna (Lawsonia inermis). Published genotoxicity studies on HNQ suggested it was a weak bacterial mutagen for Salmonella typhimurium strain TA98 or was more clearly mutagenic for strain TA 2637, both in the presence of metabolic activation. HNQ was unable to induce sex-linked recessive lethal mutations in Drosophila melanogaster. However, a small increase in micronucleus frequency was reported in the bone marrow of mice at a single mid-range dose level, 24h after intraperitoneal injection. In view of the wide use of Henna hair dyes it was deemed necessary to conduct a thorough investigation, under Good Laboratory Practice conditions, of the genotoxicity of HNQ. HNQ was non-mutagenic in bacterial (Ames test) or mammalian (V79 hprt) assays. It was borderline positive in a mouse lymphoma tk mutation assay and a chromosome aberration test (CHO cells), results that may reflect a similar clastogenic mechanism. Negative in vivo genotoxicity results were noted in the rat hepatocyte in vivo/in vitro UDS test, in peripheral lymphocytes (chromosome aberrations) of rats receiving repeated oral doses of HNQ at the MTD for 28 days, and in mouse and hamster bone marrow chromosome aberration tests. However small, but statistically significant increases in the incidence of bone marrow micronuclei were observed in two out of five tests at 72 h after dosing, but not at 24 or 48 h. There was evidence of haematotoxicity at 72 h, which may have been enhanced by the vehicle (DMSO) used in the positive tests. As erythropoiesis and administration of haematotoxic agents are known to induce small increases in the frequency of bone marrow micronuclei, typically at delayed sampling times, the data suggest that the positive 72 h response produced by HNQ is consistent with stimulation of haematopoiesis subsequent to haematological toxicity of HNQ, and not due to a DNA-reactive mechanism. Overall, the weight of evidence suggests that Henna and HNQ pose no genotoxic risk to the consumer.",Is Henna mutagenic for TA98 strain?,True
1615,"There are few studies on the biological activity of aminohydroxy derivates of 1,4-naphthoquinone (1,4-NQ) on prokaryotic and eukaryotic cells. We determined the mutagenic activity of 5-amino-8-hydroxy-1,4-naphthoquinone (ANQ) and 5-amino-2,8-dihydroxy-1,4-naphthoquinone (ANQ-OH) as compared to the unsubstituted 1,4-NQ in Salmonella/microsome assay. Potential mutagenic and recombinogenic effects and cytotoxicity were analyzed in haploid and diploid cultures of the yeast Saccharomyces cerevisiae. In Salmonella/microsome assay, 1,4-NQ was not mutagenic, whereas aminohydroxynaphthoquinones were weakly mutagenic in TA98 and TA102 strains. In haploid yeast in stationary growth phase (STAT), mutagenic response was only observed for the hom3 locus at the highest dose. In diploid yeast, aminohydroxynaphthoquinones did not induce any recombinogenic events, but 1,4-NQ was shown to be a recombinogenic agent. These results suggest that aminohydroxynaphthoquinones are weak mutagenic agents only in prokaryotic cells. The cytotoxicity of 1,4-NQ in yeast stationary cells was more significant in diploid cells as compared to that observed in haploid cells. However, ANQ and ANQOH were slightly cytotoxic in all treatments. Genotoxicity of these naphthoquinone compounds was also determined in V79 Chinese hamster lung fibroblast cells using standard Comet, as well as modified Comet assay with the bacterial enzymes formamidopyrimidine DNA-glycosylase (FPG) and endonuclease III (ENDOIII). Both 1,4-NQ and ANQ induced pronounced DNA damage in the standard Comet assay. The genotoxic effect of ANQ-OH was observed only at the highest dose. In presence of metabolic activation all substances showed genotoxic effects on V79 cells. Post-treatment of V79 cells with ENDOIII and FPG proteins did not have a significant effect on ANQ-OH-induced oxidative DNA damage as compared to standard alkaline Comet assay. However, all naphthoquinones were genotoxic in V79 cells in the presence of metabolic activation and post-treatment with enzymes, indicating that all compounds induced oxidative DNA damage in V79 cells. Our data suggest that aminohydroxynaphthoquinone pro-oxidant activity, together with their capability of DNA intercalation, have an important role in mutagenic and genotoxic activities.",Is NQ mutagenic for TA98 or TA102 strain?,True
1616,"Nitro reduction is a critical step in the mutagenic activation of nitroarene. Nitroarene and quinone are known to be reduced by common enzymes, and thus, naphthoquinone (NQ) was studied for its effects on the mutagenicity of nitroarene in the Ames test using Salmonella typhimurium TA98 without S9. The mutagenicity of 1,3-dinitropyrene in TA98 was found to increase 9- and 6-fold as much in the presence of 70 nmol/plate of 2-methyl-1,4-NQ and 2-hydroxy-1,4-NQ, respectively. Mutagenicity also became greater in 1,3,5-trinitronaphthalene, 1-nitropyrene and 3-nitrofluoranthene. Seventy nmol/plate of 2-methyl-1,4-NQ increased the mutagenicity of 1-nitropyrene by 10.5-fold as much.",Is NQ mutagenic for TA98 strain?,True
1617,"P-Benzoquinone dioxime (BQD) appears to be a sex-specific rat carcinogen inducing tumours of the urinary bladder in female rats. The present paper shows that BQD is a direct-acting mutagen in Salmonella typhimurium TA98, confirming published data. In contrast to this in vitro data, negative results were obtained after oral administration of BQD to female rats in both the bone marrow micronucleus test and the in vivo liver UDS test. BQD did, however, induce a marked effect upon S-phase synthesis in the livers of female rats between 14 and 48 hr after a single oral dose of 250 mg/kg. A similar effect was also observed in the livers of male rats. There was no evidence of hepatotoxicity (in terms of elevated liver enzyme levels) after treatment of female rats with the compound indicating that the increase in cell proliferation was due to a direct mitogenic effect of BQD in this organ. Some liver mitogens have been found to be liver carcinogens; this does not appear to be the case for BQD. Nevertheless, the mitogenic activity of this compound might play a contributory role to the induction of bladder cancer in rats if it also acted as a mitogen in this tissue. Further studies are indicated, measuring genotoxicity and cell-proliferative activity in the bladder in order to further elucidate the mechanism of action of this compound as a rodent carcinogen.",Is BQD mutagenic for TA98 strain?,True
1618,"In the present study, the acute, subacute and genetic toxicity of Coenzyme Q10 (CoQ10) in the form of Bio-Quinone (Pharma Nord, Denmark) was assessed. LD(50) of CoQ10 by oral treatment was greater than 20g/kg body weight in both female and male mice. Genotoxicity was assessed in mice by Ames test in Salmonella typhimurium strains TA97, TA98, TA100 and TA102, by bone marrow micronucleus test and sperm abnormality. Thirty-day subacute toxicity was conducted with oral daily dose at 0, 0.56, 1.13 and 2.25g/kg body weight in rats. No significant changes in body weight, food intake, behavior, mortality, hematology, blood biochemistry, vital organ weight, sperm abnormality, mutagenicity and micronucleus formation were observed and no clinical signs or adverse effects were detected by administration of CoQ10. These results support the safety of CoQ10 for oral consumption.",Is CoQ10 mutagenic for TA98 or TA100 or TA102 strain?,False
1619,"Eight polycyclic aromatic hydrocarbon (PAH) ortho-quinones that can be generated by dihydrodiol dehydrogenase (DD) were examined for their cytotoxicity in H-4-II-e (rat hepatoma) cells and for their mutagenicity in the Ames test. Seven of the PAH otrtho-quinones were potent cytotoxins yielding IC50 values for cell survival in the range 1-30 microns. PAH ortho-quinones were grouped into three classes based on their cytotoxicity profiles: group I contained ortho-quinones (e.g., naphthalene-1,2-dione and 7,12-dimethylbenz[alpha]anthracene-3,4-dione) which reduced cell viability and cell survival; group II contained ortho-quinones (e.g., benz[alpha]anthracene-3,4-dione and 5-methylchrysene-1,2-dione which reduced cell survival but had no effect on cell viability; and group III contained ortho-quinones (e.g., benzo[alpha]pyrene-7,8-dione) which had a pronounced effect on cell viability but minimal effects on cell survival. Using hepatoma cell suspensions and rat liver subcellular fractions, it was found that ortho-quinones underwent preferential enzymatic one-electron redox-cycling and produced superoxide anion radical (O2-.) and/or ortho-semiquinone anion or alternant radicals. ortho-Quinones that reduced cell viability produced O2-. and caused the most total free radical formation, while those that reduced cell survival produced ortho-semiquinone anion or alternant radicals only. PAH ortho-quinones were also tested as direct-acting mutagens in Salmonella typhimurium tester strains TA97a, TA98, TA100, TA102 and TA104. They were found to be more mutagenic than the test mutagens used for each tester strain, and were predominantly frameshift mutagens. The presence of an activating system (Aroclor-induced rat liver S9 plus NADPH) did not increase the mutagenicity of ortho-quinones in tester strains that are sensitive to oxidative mutagens (TA102 and TA104). These data suggest that PAH ortho-quinones produced by DD are cytotoxic and mutagenic by different mechanisms. The mechanism of cytotoxicity involves the formation of reactive oxygen species and/or ortho-semiquinone anion or alternant radicals. The mechanism of mutagenicity is independent of free radical formation and is related to the ability of PAH orthooffinones to intercalate and covalently modify DNA.",Is PAH ortho-quinones mutagenic for TA98 or TA100 or TA102 strain?,True
1620,"Chlorine gas was used to treat aflatoxin B1 (AFB1). The time-related exposure study showed that 4 ml (15 mg) pure chlorine gas caused about 90% destruction of 100 micrograms AFB1 within 10 min, at standard temperature and pressure. Four fluorescent reaction products were produced, two of which were identified as 8,9-dichloro-AFB1 and 8,9-dihydroxy-AFB1 (diol). The use of [14C]AFB1 confirmed the 90% destruction of the compound by chlorine gas. An increased destruction of AFB1 also occurred when an increased amount of chlorine gas was used. The mutagenic activity of the AFB1 sample treated for 10 min was reduced to about 5% of the untreated control using the Salmonella typhimurium strain TA98 in the presence of a rat-liver S-9 mix. A similar time-related reduction in AFB1 toxicity after chlorine treatment was also achieved using the chicken embryo toxicity assay.",Is Chlorine gas mutagenic for TA98 strain?,False
1621,"The genotoxicity of piperonyl butoxide has been investigated in bacterial mutation assays using tester strains TA98, TA100, TA1535, TA1537 and TA1538. The assays were conducted both with and without metabolic activation. Piperonyl butoxide was tested for mutation with and without metabolic activation in the CHO/HGPRT assay. Chromosomal aberrations were investigated also using Chinese hamster ovary (CHO) cells and effects on DNA were evaluated by in vitro unscheduled DNA synthesis (UDS) test using rat liver primary cell cultures. Piperonyl butoxide was not shown to be genotoxic in any assay system. The data presented supports the view that the liver tumors observed in rodents at dose levels above the maximally tolerated dose (MTD) result from a secondary non-genotoxic mechanism.",Is Piperonyl butoxide mutagenic for TA98 or TA100 or TA1535 or TA1537 strain?,False
1622,"Methyl isocyanate (MIC) in aqueous solution forms methylamine (MA) and N,N'-dimethylurea (DMU). MA in buffered system further converts into its salt form, methylamine hydrochloride (MAH). Therefore, MAH and DMU were evaluated for their mutagenic activity in the in vitro Ames Salmonella/microsome mutagenicity test. The liquid preincubation protocol was followed, using tester strains TA98, TA100 and TA104 of Salmonella typhimurium, in the presence of 0, 5, 15 and 30% Aroclor 1254-induced rat liver S9 mixture. DMU and MAH did not induce a mutagenic response in any of the tester strains, both in the presence and in the absence of S9 mixture. The results therefore confirm that MIC in its native form or as its unknown metabolites is responsible for the mutagenic activity reported earlier by us in the his tester strains TA100 and TA104 of Salmonella typhimurium (Mutation Res., 204 (1988) 123-129) and not due to its hydrolysis products, MA or DMU.",Is MAH mutagenic for TA98 or TA100 strain?,False
1623,"Two hydrazine derivatives, monoacetyl hydrazine (MAH) and diacetyl hydrazine (DAH), have been tested for mutagenic response in the Salmonella/mammalian microsome assay and micronucleus test. MAH but not DAH, increased the revertant mutants in TA100 and TA1535 and also increased the frequency of micronuclei in polychromatic erythrocytes. Gavage administration of MAH but not of DAH, resulted in increased incidence of lung tumors. These observations record for the first time the mutagenicity/carcinogenicity of MAH which is one of the metabolites of isoniazid in animals and humans.",Is MAH mutagenic for TA100 or TA1535 strain?,True
1624,"The nature of mutagenic burden due to occupational exposure to tobacco flakes and dust was determined among 20 female tobacco processors (TP) and 20 matched controls (C) by testing urinary mutagenicity in the Ames assay. In addition, urinary cotinine was estimated as a marker of tobacco absorption. Workers and controls were sub-divided into those with no tobacco habit (NH) and those habituated to the use of masheri (a pyrolysed form of tobacco) as a dentifrice (MH). Cotinine was not detected in samples from C-NH while the mean urinary cotinine levels in TP-NH and TP-MH were significantly higher than that in C-MH (3.46 +/- 0.95 and 3.57 +/- 0.46 versus 1.80 +/- 0.58 mM/M creatinine; P < 0.02). The majority of the urine samples from C-NH were non-mutagenic in the presence or absence of rat liver S9 while those from C-H were mutagenic to TA98 and TA102 strains upon metabolic activation. On the other hand, direct mutagenicity to TA98, TA100 and TA102 strains respectively was noted in 6/10, 5/10 and 8/10 samples from TP-NH and 7/10, 4/10 and 3/10 samples from TP-M. Generally, beta-glucuronidase treatment reduced or abolished the mutagenic potential of workers' urine samples indicating that glucuronide conjugates may have partially contributed to direct mutagenicity. Experiments using scavengers of reactive oxygen species revealed that direct mutagenicity in TA102 strain was mediated mainly via hydroxyl radicals. The results clearly demonstrate that tobacco processors are exposed to a wide spectrum of mutagens that cause frame-shift, base pair substitution and oxidative damage.",Is MH mutagenic for TA98 or TA100 or TA102 strain?,True
1625,"Cigarette filters pose a serious litter and toxic waste disposal problem, because of their not biodegradability and to the leaching of toxins in the environment. Therefore, cigarette butts need to be manipulated as special waste, with potential risks to human health and environment. In the present study, the genotoxic potential of a methanol extract from commonly discharged cigarette butts (CBE) was evaluated in the bacterial reverse mutation assay on Salmonella typhimurium TA98 and TA100 and Escherichia coli WP2uvrA strains, both in the absence and presence of the S9 exogenous metabolic activator. Furthermore, the ability of the natural sesquiterpenes β-caryophyllene (CRY) and β-caryophyllene oxide (CRYO) to inhibit the mutagenicity of CBE was studied as a possible preventive strategy. In order to identify the potential antimutagenic mechanisms, three different protocols (pretreatment, cotreatment, and posttreatment) were applied. CBE showed to increase the number of revertant colonies in all the strains tested in presence of S9, so resulting mutagenic. In the antimutagenicity assay, both CRY and CRYO significantly reduced the revertant colonies induced by CBE, although with different potency and specificity. For both sesquiterpenes, the antimutagenicity was strong in all experimental conditions, except for the cotreatment of CRY with CBE in WP2uvrA, which produced a moderate inhibition. Both desmutagenic and bioantimutagenic mechanisms seem to be involved in the antimutagenicity of the test substances. Taking into account the potential genotoxicity of cigarette butts, CRY and CRYO appear as possible further candidates as environmental decontaminants against this hazardous waste. © 2015 Wiley Periodicals, Inc. Environ Toxicol 31: 1319-1328, 2016.",Is CRY mutagenic for TA98 or TA100 or WP2uvrA strain?,False
1626,"Ethyl carbamate is a known carcinogen occurring in fermented food and beverages and is therefore of interest for food safety assurance. We studied the genotoxicity of ethyl carbamate in Salmonella typhimurium, in Saccharomyces cerevisiae and in human lymphoblastoid TK6 cells. In absence of cytochrome P450 enzymes, no ethyl carbamate-mediated genotoxicity was observed in any of the three test systems in the non-cytotoxic range. In the presence of an activating system, ethyl carbamate was found to be mutagenic in Salmonella typhimurium strain TA100 but not in strains TA98 and TA102, indicating base-pair substitutions at G-C base pairs. In contrast, no significant mutagenicity of ethyl carbamate could be detected in human lymphoblastoid TK6 cells. However, applied in cytotoxic concentrations, ethyl carbamate was genotoxic for Saccharomyces cerevisiae in the absence of P450-mediated metabolic activation. Inhibitors of P450IIE1 (DMSO, ethanol and dithiodiethylcarbamate) diminished ethyl carbamate-mediated mutagenicity in Salmonella typhimurium strain TA100 in a dose dependent manner, suggesting that P450IIE1 is the activating enzyme.",Is Ethyl carbamate mutagenic for TA98 or TA100 or TA102 strain?,True
1627,"Urethane, a byproduct of fermentation found in alcoholic beverages, is carcinogenic in rodents and is classified by the International Agency for Research on Cancer as a possible human carcinogen. The United States Food and Drug Administration nominated urethane for study because of the widespread exposure of humans through the consumption of fermented foods and beverages and because of a lack of adequate dose-response data about the carcinogenicity of urethane with and without the coadministration of ethanol. Comparative studies of urethane in drinking water and in 5% ethanol were conducted to investigate possible effects of ethanol on urethane toxicity. Toxicokinetic studies of urethane in drinking water and in 5% ethanol and genetic toxicity studies of urethane in vivo and in vitro were also conducted. Groups of 10 male and 10 female F344/N rats and B6C3F1 mice, 6 weeks of age, received 0, 110, 330, 1,100, 3,300, or 10,000 ppm urethane in drinking water or in 5% ethanol for 13 weeks. Toxicokinetic evaluations were performed for urethane in the plasma of male mice after 13 weeks of administration in drinking water or 5% ethanol. The mutagenicity of urethane in Salmonella typhimurium strains TA97, TA98, TA100, TA1535, and TA1537 with and without S9 was tested at doses up to 16,666 micrograms/plate; urethane was also tested for induction of sister chromatid exchanges and chromosomal aberrations in cultured Chinese hamster ovary cells and sex-linked recessive lethal mutations and chromosomal reciprocal translocations in Drosophila melanogaster. The frequency of micronucleated erythrocytes induced in peripheral blood and bone marrow cells of mice by urethane in drinking water and in 5% ethanol was also evaluated. In rats that received urethane in drinking water, seven males and four females administered 10,000 ppm and one female administered 3,300 ppm died before the end of the study; body weight gains were reduced at these concentrations. Two males and all females given 10,000 ppm urethane in 5% ethanol died during the study, and the body weight gains of males and females that received 3,300 ppm were lower than those of the controls. Relative right kidney, liver, and lung weights of males and females and relative right testis weights of males administered 1,100 ppm or greater were generally higher than those of the controls in each study. Leukopenia and lymphopenia were observed in rats receiving urethane in either drinking water or ethanol and occurred in males receiving 330 ppm or greater and females receiving 110 ppm or greater. Other differences in hematology and clinical chemistry variables were not considered to be biologically significant. Lymphoid depletion of the spleen, lymph nodes, and thymus was observed in male and female rats receiving 1,100, 3,300, or 10,000 ppm urethane in drinking water. Cellular depletion of the bone marrow occurred in males and females in the 10,000 ppm groups. Hepatocellular fatty changes and clear cell foci of alteration were noted in the liver of males and females that received 3,300 or 10,000 ppm. The incidences of nephropathy were significantly increased in female rats that received 1,100 ppm or greater; the severity of this lesion in exposed males and females was greater than that in the controls. Females that received 330 ppm or greater had higher incidences of cardiomyopathy than the controls; the severity of this lesion was greater in males in the 10,000 ppm group and females in the 3,300 and 10,000 ppm groups than in the controls. In rats that received urethane in 5% ethanol, lymphoid depletion occurred in males and females in the 3,300 and 10,000 ppm groups. Cellular depletion of the bone marrow was observed in males and females in the 10,000 ppm groups. Only males in the 10,000 ppm group had hepatocellular fatty change (8/10) and clear cell foci (1/10); the incidence and severity of nephropathy in males and females and cardiomyopathy in males were similar to those in rats administered urethane in drinking water; however, no cardiomyopathy was observed in females receiving urethane in ethanol. The estrous cycle length of females receiving urethane in ethanol appeared to be longer than that of females receiving urethane in drinking water. Because cycle length was longer in the 10,000 ppm groups than in the controls in both the drinking water and ethanol vehicle studies, this difference may represent an exacerbation of the toxicity of urethane. A longer estrous cycle may be a sign of reproductive impairment and correlates with a decrease in female fecundity. All mice administered 10,000 ppm urethane in either vehicle died. All mice that received 3,300 ppm urethane in drinking water died, while only one male and four females receiving 3,300 ppm urethane in 5% ethanol died. Body weight gains of males and females in all 1,100 ppm groups were less than those of the respective controls, but the weight gains of mice receiving 1,100 ppm urethane in 5% ethanol were greater than those of mice receiving urethane in drinking water. The mean body weights of the lower exposure groups were similar to those of the respective controls, and there were no other differences between the body weights of mice receiving urethane in drinking water and those receiving urethane in 5% ethanol. Fluid consumption, and therefore total urethane intake, appeared lower in mice receiving the 5% ethanol vehicle than in those receiving the water vehicle. The relative right kidney, liver, and lung weights of males and females administered urethane in drinking water or ethanol were generally greater than those of the controls. Clearance of urethane from the plasma of male mice was complete within 2 hours after urethane was administered in water, but urethane was not cleared 12 hours after administration in 5% ethanol. At the end of 13 weeks of urethane administration, the plasma urethane elimination half-life was 0.8 hours; the kinetics were similar for concentrations of 110, 330, and 1,100 ppm urethane in water and in ethanol. However, at each exposure level, the plasma urethane concentration was four times greater for urethane administered in 5% ethanol than for urethane administered in drinking water, indicating a possible inhibition of urethane metabolism by ethanol. Kinetic measurements for elimination by female mice could not be obtained from the data collected. In mice administered urethane in drinking water, lung inflammation occurred in males and females that received 1,100 ppm or greater. Alveolar epithelial hyperplasia occurred in the lungs of males in the 330 and 1,100 ppm groups and females in the 1,100 ppm group; one male mouse in the 330 ppm group had an alveolar/bronchiolar adenoma (see the following summary table). Mice receiving urethane in 5% ethanol had lower incidences and severity of lung inflammation but generally greater incidences and severity of alveolar epithelial hyperplasia than mice receiving the same concentrations of urethane in drinking water. Alveolar/bronchiolar adenomas occurred in four males and one female administered urethane in ethanol. [table: see text] Nephropathy was observed in males and females that received urethane in either vehicle, and the lesions in female mice were more severe than those in male mice; ethanol did not appear to increase the incidence or severity of nephropathy. Cardiomyopathy occurred in males and females that received 1,100 or 3,300 ppm urethane in drinking water and in females that received 3,300 ppm urethane in ethanol. Lymphoid depletion occurred in mice that received 3,300 or 10,000 ppm urethane; 5% ethanol did not appear to enhance these effects. However, urethane in 5% ethanol induced ovarian atrophy; the incidence of this lesion was lower in females receiving urethane in drinking water. A concentration of 1,100 ppm urethane in either drinking water or ethanol effectively stopped estrous cycling. Urethane is clearly genotoxic in vitro and in vivo. In vitro, urethane induced mutations in Salmonella typhimurium strain TA1535 in the presence of liver S9 enzymes. Sister chromatid exchanges were induced in cultured Chinese hamster ovary (CHO) cells with and without S9. However, no induction of chromosomal aberrations was observed in CHO cells treated with urethane, with or without S9. In vivo, urethane induced sex-linked recessive lethal mutations and reciprocal translocations in germ cells of adult male Drosophila melanogaster fed urethane. Significantly increased frequencies of micronucleated erythrocytes were observed in peripheral blood obtained from male and female mice after 45 days of exposure and in bone marrow and peripheral blood obtained after 13 weeks of exposure to urethane in drinking water. There appeared to be no significant difference in the magnitude of the response in the peripheral blood micronucleus test between mice administered urethane in drinking water and mice administered urethane in 5% ethanol. In summary, concentrations of 1,100 ppm urethane or greater in drinking water caused lymphoid and bone marrow cell depletion and hepatocellular lesions and increased the severity of nephropathy and cardiomyopathy in male and female rats. The lethal effects of 10,000 ppm urethane were slightly exacerbated by 5% ethanol in female rats. Urethane administered in drinking water induced lung inflammation, alveolar and bronchiolar hyperplasia, alveolar/bronchiolar adenomas, nephropathy, cardiomyopathy, lymphoid and bone marrow cell depletion, seminiferous tubule degeneration, and ovarian atrophy and follicular degeneration in mice. In female mice, 5% ethanol appeared to exacerbate ovarian atrophy. Mice administered urethane in 5% ethanol consumed less fluid, and therefore less urethane, than mice receiving urethane in drinking water. Coadministration of urethane and ethanol inhibited the clearance of urethane from plasma. (ABSTRACT TRUNCATED)",Is Urethan mutagenic for TA98 or TA100 or TA1535 or TA1537 strain?,True
